	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
47_MSCAII	38977	33601	33601	33601 (13761 uniques)	33092 (158 uniques)	31390 (173 uniques)	31390 (154 uniques)	30369 (129 uniques)	30369 (129 uniques)	30369 (78 uniques)	30363 (77 uniques)	30363 (77 uniques)	4999 (70 uniques)	4999 (70 uniques)
47_T	39998	35300	35300	35300 (15249 uniques)	34279 (254 uniques)	32324 (249 uniques)	32324 (224 uniques)	31460 (195 uniques)	31460 (195 uniques)	31460 (134 uniques)	31263 (124 uniques)	31257 (121 uniques)	4999 (106 uniques)	4999 (106 uniques)
47c	45353	40184	40184	40184 (14348 uniques)	38899 (410 uniques)	37321 (410 uniques)	37272 (354 uniques)	37109 (348 uniques)	37109 (348 uniques)	37109 (255 uniques)	35999 (224 uniques)	35983 (216 uniques)	4999 (175 uniques)	4999 (175 uniques)
48_AM21	71981	62696	62696	62696 (26241 uniques)	60423 (751 uniques)	56005 (651 uniques)	55975 (630 uniques)	54646 (594 uniques)	54646 (594 uniques)	54646 (485 uniques)	54352 (467 uniques)	54350 (466 uniques)	4999 (333 uniques)	4999 (330 uniques)
48_MSCAII	39727	28975	28975	28975 (11340 uniques)	28481 (154 uniques)	27328 (161 uniques)	27328 (144 uniques)	26210 (116 uniques)	26210 (116 uniques)	26210 (78 uniques)	26210 (78 uniques)	26210 (78 uniques)	4999 (73 uniques)	4999 (73 uniques)
48_T	26780	23636	23636	23636 (9986 uniques)	22899 (196 uniques)	21871 (188 uniques)	21869 (171 uniques)	21580 (160 uniques)	21580 (160 uniques)	21580 (117 uniques)	21521 (113 uniques)	21519 (112 uniques)	4999 (101 uniques)	4999 (101 uniques)
48c	87308	76046	76046	76046 (29546 uniques)	73638 (554 uniques)	69735 (586 uniques)	69676 (491 uniques)	67971 (455 uniques)	67971 (455 uniques)	67971 (306 uniques)	67052 (273 uniques)	67040 (267 uniques)	4999 (196 uniques)	4999 (196 uniques)
49_AM21	96840	86734	86734	86734 (23182 uniques)	83970 (920 uniques)	80683 (689 uniques)	80398 (671 uniques)	78524 (643 uniques)	78524 (643 uniques)	78524 (602 uniques)	76464 (573 uniques)	76454 (568 uniques)	4999 (330 uniques)	4999 (330 uniques)
49_MSCAII	30682	26952	26952	26952 (9026 uniques)	25886 (201 uniques)	24779 (182 uniques)	24779 (161 uniques)	24449 (148 uniques)	24449 (148 uniques)	24449 (107 uniques)	24411 (103 uniques)	24409 (102 uniques)	4999 (92 uniques)	4999 (92 uniques)
49_T	21925	18966	18966	18966 (8966 uniques)	18140 (169 uniques)	16782 (161 uniques)	16782 (143 uniques)	16494 (130 uniques)	16494 (130 uniques)	16494 (92 uniques)	16405 (88 uniques)	16403 (87 uniques)	4999 (84 uniques)	4999 (84 uniques)
49c	36655	29820	29820	29820 (12577 uniques)	28732 (281 uniques)	26892 (299 uniques)	26879 (248 uniques)	26409 (238 uniques)	26409 (238 uniques)	26409 (174 uniques)	25938 (153 uniques)	25932 (150 uniques)	4999 (139 uniques)	4999 (139 uniques)
4_AM21	87634	77540	77540	77540 (26154 uniques)	74307 (987 uniques)	70301 (798 uniques)	70094 (779 uniques)	68421 (733 uniques)	68421 (733 uniques)	68421 (664 uniques)	66223 (639 uniques)	66211 (633 uniques)	4999 (413 uniques)	4999 (412 uniques)
4_MSCAII	36222	31384	31384	31384 (11559 uniques)	30881 (145 uniques)	29800 (137 uniques)	29800 (125 uniques)	28964 (103 uniques)	28964 (103 uniques)	28964 (70 uniques)	28887 (65 uniques)	28887 (65 uniques)	4999 (62 uniques)	4999 (62 uniques)
4c	63053	54953	54953	54953 (24022 uniques)	52808 (618 uniques)	49745 (595 uniques)	49699 (524 uniques)	49160 (504 uniques)	49160 (504 uniques)	49160 (387 uniques)	47990 (343 uniques)	47976 (336 uniques)	4999 (241 uniques)	4999 (241 uniques)
4s	14171	12391	12391	12391 (9663 uniques)	10167 (324 uniques)	6118 (200 uniques)	6116 (193 uniques)	6116 (193 uniques)	6116 (193 uniques)	6116 (168 uniques)	6088 (165 uniques)	6086 (164 uniques)	4999 (164 uniques)	4999 (164 uniques)
50_AM21	103950	88305	88305	88305 (27273 uniques)	85627 (852 uniques)	81781 (692 uniques)	81702 (679 uniques)	79550 (607 uniques)	79550 (607 uniques)	79550 (540 uniques)	79036 (519 uniques)	79026 (514 uniques)	4999 (282 uniques)	4999 (281 uniques)
50_MSCAII	23816	20723	20723	20723 (7200 uniques)	19727 (167 uniques)	18977 (146 uniques)	18977 (134 uniques)	18733 (126 uniques)	18733 (126 uniques)	18733 (101 uniques)	18682 (96 uniques)	18678 (94 uniques)	4999 (90 uniques)	4999 (90 uniques)
50_T	33365	29555	29555	29555 (12785 uniques)	28666 (227 uniques)	26821 (215 uniques)	26821 (196 uniques)	26153 (174 uniques)	26153 (174 uniques)	26153 (122 uniques)	26074 (117 uniques)	26074 (117 uniques)	4999 (105 uniques)	4999 (105 uniques)
50c	20223	17645	17645	17645 (6124 uniques)	17227 (121 uniques)	16529 (120 uniques)	16529 (108 uniques)	16346 (101 uniques)	16346 (101 uniques)	16346 (65 uniques)	16341 (64 uniques)	16341 (64 uniques)	4999 (60 uniques)	4999 (60 uniques)
51_AM21	78019	68528	68528	68528 (24041 uniques)	65738 (831 uniques)	61712 (659 uniques)	61562 (643 uniques)	59971 (595 uniques)	59971 (595 uniques)	59971 (541 uniques)	58582 (511 uniques)	58578 (509 uniques)	4999 (339 uniques)	4999 (339 uniques)
51_MSCAII	40406	30161	30161	30161 (13752 uniques)	28784 (288 uniques)	26713 (285 uniques)	26713 (250 uniques)	25715 (226 uniques)	25715 (226 uniques)	25715 (156 uniques)	25591 (147 uniques)	25583 (143 uniques)	4999 (134 uniques)	4999 (134 uniques)
51_T	38845	33473	33473	33473 (13075 uniques)	32754 (218 uniques)	30767 (266 uniques)	30763 (231 uniques)	29837 (188 uniques)	29837 (188 uniques)	29837 (108 uniques)	29639 (92 uniques)	29639 (92 uniques)	4999 (81 uniques)	4999 (80 uniques)
51c	17850	15193	15193	15193 (4789 uniques)	14858 (111 uniques)	14408 (105 uniques)	14408 (98 uniques)	14318 (91 uniques)	14318 (91 uniques)	14318 (70 uniques)	14318 (70 uniques)	14318 (70 uniques)	4999 (69 uniques)	4999 (69 uniques)
52_AM21	88078	80926	80926	80926 (25361 uniques)	77793 (1099 uniques)	73965 (894 uniques)	73357 (874 uniques)	71645 (825 uniques)	71645 (825 uniques)	71645 (756 uniques)	66864 (721 uniques)	66848 (713 uniques)	4999 (435 uniques)	4999 (434 uniques)
52_MSCAII	21502	18547	18547	18547 (6670 uniques)	17656 (138 uniques)	17000 (123 uniques)	17000 (110 uniques)	16432 (97 uniques)	16432 (97 uniques)	16432 (78 uniques)	16382 (73 uniques)	16380 (72 uniques)	4999 (67 uniques)	4999 (67 uniques)
52_T	35730	30238	30238	30238 (12718 uniques)	29523 (216 uniques)	27467 (212 uniques)	27459 (193 uniques)	26563 (158 uniques)	26563 (158 uniques)	26563 (113 uniques)	26288 (97 uniques)	26288 (97 uniques)	4999 (94 uniques)	4999 (93 uniques)
52c	38605	24052	24052	24052 (11047 uniques)	23025 (278 uniques)	21682 (262 uniques)	21657 (234 uniques)	21450 (227 uniques)	21450 (227 uniques)	21450 (174 uniques)	21222 (155 uniques)	21212 (150 uniques)	4999 (137 uniques)	4999 (137 uniques)
53_AM21	67532	59704	59704	59704 (16302 uniques)	59307 (502 uniques)	58321 (451 uniques)	58139 (443 uniques)	57990 (435 uniques)	57990 (435 uniques)	57990 (398 uniques)	53146 (378 uniques)	53146 (378 uniques)	4999 (297 uniques)	4999 (296 uniques)
53_MSCAII	27640	24687	24687	24687 (9426 uniques)	23468 (213 uniques)	22296 (206 uniques)	22296 (185 uniques)	21764 (171 uniques)	21764 (171 uniques)	21764 (130 uniques)	21658 (122 uniques)	21652 (119 uniques)	4999 (106 uniques)	4999 (106 uniques)
53_T	10970	9179	9179	9179 (4505 uniques)	8907 (90 uniques)	8145 (77 uniques)	8145 (74 uniques)	7983 (70 uniques)	7983 (70 uniques)	7983 (47 uniques)	7915 (42 uniques)	7915 (42 uniques)	4999 (42 uniques)	4999 (42 uniques)
53c	25975	22174	22174	22174 (7206 uniques)	21789 (157 uniques)	20910 (140 uniques)	20892 (130 uniques)	20808 (125 uniques)	20808 (125 uniques)	20808 (101 uniques)	20808 (101 uniques)	20808 (101 uniques)	4999 (91 uniques)	4999 (91 uniques)
54_AM21	61809	53835	53835	53835 (25667 uniques)	51124 (899 uniques)	46318 (727 uniques)	46226 (713 uniques)	45288 (682 uniques)	45288 (682 uniques)	45288 (593 uniques)	44354 (568 uniques)	44352 (567 uniques)	4999 (433 uniques)	4999 (432 uniques)
54_MSCAII	25988	22598	22598	22598 (9132 uniques)	21782 (177 uniques)	20717 (154 uniques)	20717 (148 uniques)	19070 (115 uniques)	19070 (115 uniques)	19070 (93 uniques)	19034 (89 uniques)	19034 (89 uniques)	4999 (89 uniques)	4999 (89 uniques)
54_T	36622	31829	31829	31829 (12090 uniques)	31121 (203 uniques)	29097 (256 uniques)	29092 (218 uniques)	28447 (190 uniques)	28447 (190 uniques)	28447 (101 uniques)	28321 (89 uniques)	28319 (88 uniques)	4999 (76 uniques)	4999 (75 uniques)
54c	28173	25079	25079	25079 (9467 uniques)	24563 (190 uniques)	23375 (187 uniques)	23373 (175 uniques)	22650 (144 uniques)	22650 (144 uniques)	22650 (106 uniques)	22650 (106 uniques)	22650 (106 uniques)	4999 (99 uniques)	4999 (99 uniques)
55_AM21	77359	67450	67450	67450 (24282 uniques)	64632 (789 uniques)	60556 (637 uniques)	60346 (620 uniques)	58690 (571 uniques)	58690 (571 uniques)	58690 (510 uniques)	57312 (479 uniques)	57310 (478 uniques)	4999 (338 uniques)	4999 (338 uniques)
55_MSCAII	193123	167737	167737	167737 (48375 uniques)	165170 (555 uniques)	159933 (605 uniques)	159926 (547 uniques)	149343 (404 uniques)	149343 (404 uniques)	149343 (253 uniques)	149245 (242 uniques)	149229 (234 uniques)	4999 (136 uniques)	4999 (135 uniques)
55_T	35906	30765	30765	30765 (11374 uniques)	30093 (187 uniques)	28423 (221 uniques)	28423 (200 uniques)	27751 (163 uniques)	27751 (163 uniques)	27751 (92 uniques)	27377 (80 uniques)	27377 (80 uniques)	4999 (74 uniques)	4999 (73 uniques)
55c	31521	27315	27315	27315 (10406 uniques)	26775 (189 uniques)	25402 (177 uniques)	25402 (168 uniques)	24711 (140 uniques)	24711 (140 uniques)	24711 (110 uniques)	24691 (107 uniques)	24689 (106 uniques)	4999 (97 uniques)	4999 (97 uniques)
56_AM21	115157	102157	102157	102157 (27050 uniques)	99222 (1006 uniques)	94929 (778 uniques)	94876 (755 uniques)	93140 (709 uniques)	93140 (709 uniques)	93140 (650 uniques)	90901 (615 uniques)	90889 (609 uniques)	4999 (327 uniques)	4999 (327 uniques)
56_MSCAII	132793	117319	117319	117319 (47640 uniques)	113533 (972 uniques)	106235 (939 uniques)	106088 (837 uniques)	102281 (749 uniques)	102281 (749 uniques)	102281 (539 uniques)	101135 (512 uniques)	101097 (493 uniques)	4999 (284 uniques)	4999 (284 uniques)
56_T	33828	28155	28155	28155 (10076 uniques)	27631 (208 uniques)	26309 (205 uniques)	26302 (196 uniques)	25619 (167 uniques)	25619 (167 uniques)	25619 (125 uniques)	25294 (100 uniques)	25294 (100 uniques)	4999 (93 uniques)	4999 (93 uniques)
56c	33213	28698	28698	28698 (13035 uniques)	27413 (293 uniques)	25574 (295 uniques)	25572 (251 uniques)	25224 (238 uniques)	25224 (238 uniques)	25224 (172 uniques)	24976 (160 uniques)	24972 (158 uniques)	4999 (148 uniques)	4999 (148 uniques)
57_AM21	117898	92876	92876	92876 (25849 uniques)	90096 (899 uniques)	85988 (739 uniques)	85790 (703 uniques)	83134 (641 uniques)	83134 (641 uniques)	83134 (567 uniques)	82598 (537 uniques)	82584 (530 uniques)	4999 (294 uniques)	4999 (293 uniques)
57_MSCAII	60268	53949	53949	53949 (15174 uniques)	53828 (104 uniques)	53675 (134 uniques)	53675 (106 uniques)	53675 (106 uniques)	53675 (106 uniques)	53675 (73 uniques)	52151 (68 uniques)	52151 (68 uniques)	4999 (63 uniques)	4999 (63 uniques)
57_T	22246	19035	19035	19035 (7853 uniques)	18490 (152 uniques)	17220 (206 uniques)	17220 (170 uniques)	16903 (150 uniques)	16903 (150 uniques)	16903 (77 uniques)	16618 (72 uniques)	16618 (72 uniques)	4999 (68 uniques)	4999 (67 uniques)
57c	32563	28980	28980	28980 (12297 uniques)	27942 (267 uniques)	26518 (284 uniques)	26508 (238 uniques)	26042 (222 uniques)	26042 (222 uniques)	26042 (156 uniques)	25734 (139 uniques)	25730 (137 uniques)	4999 (122 uniques)	4999 (122 uniques)
58_AM21	88740	78540	78540	78540 (24175 uniques)	75455 (875 uniques)	71786 (703 uniques)	71746 (690 uniques)	69751 (631 uniques)	69751 (631 uniques)	69751 (580 uniques)	68757 (556 uniques)	68749 (552 uniques)	4999 (335 uniques)	4999 (335 uniques)
58_MSCAII	8248	7089	7089	7089 (2609 uniques)	6963 (106 uniques)	6683 (89 uniques)	6683 (87 uniques)	6683 (87 uniques)	6683 (87 uniques)	6683 (81 uniques)	2665 (75 uniques)	2665 (75 uniques)	/	/
58_T	23588	20178	20178	20178 (7947 uniques)	19592 (138 uniques)	18259 (203 uniques)	18259 (164 uniques)	17947 (143 uniques)	17947 (143 uniques)	17947 (70 uniques)	17720 (63 uniques)	17720 (63 uniques)	4999 (61 uniques)	4999 (60 uniques)
58c	32625	27740	27740	27740 (10732 uniques)	27082 (224 uniques)	25430 (222 uniques)	25430 (205 uniques)	24630 (166 uniques)	24630 (166 uniques)	24630 (126 uniques)	24630 (126 uniques)	24626 (124 uniques)	4999 (110 uniques)	4999 (110 uniques)
59_AM21	100751	92385	92385	92385 (20595 uniques)	89658 (789 uniques)	86998 (627 uniques)	86945 (607 uniques)	85126 (565 uniques)	85126 (565 uniques)	85126 (516 uniques)	83868 (494 uniques)	83858 (489 uniques)	4999 (248 uniques)	4999 (248 uniques)
59_T	30242	26246	26246	26246 (10797 uniques)	25660 (184 uniques)	23667 (218 uniques)	23667 (192 uniques)	23099 (164 uniques)	23099 (164 uniques)	23099 (94 uniques)	22816 (77 uniques)	22814 (76 uniques)	4999 (71 uniques)	4999 (70 uniques)
59c	12900	11161	11161	11161 (4708 uniques)	10840 (124 uniques)	10432 (115 uniques)	10432 (111 uniques)	10424 (110 uniques)	10424 (110 uniques)	10424 (84 uniques)	10424 (84 uniques)	10422 (83 uniques)	4999 (81 uniques)	4999 (80 uniques)
5_AM21	53457	48112	48112	48112 (12037 uniques)	47700 (331 uniques)	47049 (296 uniques)	46986 (291 uniques)	46915 (287 uniques)	46915 (287 uniques)	46915 (261 uniques)	43232 (246 uniques)	43232 (246 uniques)	4999 (196 uniques)	4999 (196 uniques)
5_MSCAII	28461	25274	25274	25274 (10877 uniques)	24717 (257 uniques)	23667 (264 uniques)	23655 (230 uniques)	23480 (227 uniques)	23480 (227 uniques)	23480 (166 uniques)	23204 (148 uniques)	23200 (146 uniques)	4999 (130 uniques)	4999 (130 uniques)
5c	94678	83210	83210	83210 (30349 uniques)	80953 (557 uniques)	76535 (589 uniques)	76489 (498 uniques)	75584 (468 uniques)	75584 (468 uniques)	75584 (316 uniques)	74313 (271 uniques)	74309 (269 uniques)	4999 (209 uniques)	4999 (208 uniques)
5s	33845	28772	28772	28772 (19197 uniques)	26040 (700 uniques)	20327 (514 uniques)	20233 (493 uniques)	20223 (492 uniques)	20223 (492 uniques)	20223 (398 uniques)	20184 (394 uniques)	20176 (390 uniques)	4999 (379 uniques)	4999 (378 uniques)
60_AM21	99211	89509	89509	89509 (28117 uniques)	87023 (822 uniques)	83065 (720 uniques)	82843 (701 uniques)	81008 (625 uniques)	81008 (625 uniques)	81008 (523 uniques)	80010 (503 uniques)	79998 (497 uniques)	4999 (318 uniques)	4999 (317 uniques)
60_T	31832	27922	27922	27922 (11286 uniques)	27207 (207 uniques)	25460 (242 uniques)	25460 (215 uniques)	24974 (195 uniques)	24974 (195 uniques)	24974 (115 uniques)	24531 (93 uniques)	24531 (93 uniques)	4999 (87 uniques)	4999 (86 uniques)
60c	16387	13464	13464	13464 (5319 uniques)	13077 (148 uniques)	12531 (123 uniques)	12531 (122 uniques)	12531 (122 uniques)	12531 (122 uniques)	12531 (111 uniques)	12531 (111 uniques)	12529 (110 uniques)	4999 (102 uniques)	4999 (102 uniques)
61_AM21	84452	74782	74782	74782 (24664 uniques)	72273 (919 uniques)	67909 (753 uniques)	67736 (720 uniques)	66776 (677 uniques)	66776 (677 uniques)	66776 (580 uniques)	65502 (556 uniques)	65482 (546 uniques)	4999 (333 uniques)	4999 (332 uniques)
61_T	46692	40326	40326	40326 (15032 uniques)	39632 (249 uniques)	37319 (324 uniques)	37319 (264 uniques)	36294 (223 uniques)	36294 (223 uniques)	36294 (118 uniques)	35953 (96 uniques)	35953 (96 uniques)	4999 (85 uniques)	4999 (84 uniques)
61c	20585	17756	17756	17756 (6480 uniques)	17335 (150 uniques)	16773 (144 uniques)	16773 (136 uniques)	16704 (133 uniques)	16704 (133 uniques)	16704 (109 uniques)	16688 (107 uniques)	16688 (107 uniques)	4999 (99 uniques)	4999 (99 uniques)
62_AM21	56298	50423	50423	50423 (12588 uniques)	50185 (328 uniques)	49708 (316 uniques)	49685 (300 uniques)	49584 (294 uniques)	49584 (294 uniques)	49584 (256 uniques)	48634 (242 uniques)	48634 (242 uniques)	4999 (199 uniques)	4999 (199 uniques)
62_T	30050	26169	26169	26169 (11064 uniques)	25618 (211 uniques)	24026 (197 uniques)	24008 (185 uniques)	23298 (157 uniques)	23298 (157 uniques)	23298 (117 uniques)	22908 (98 uniques)	22906 (97 uniques)	4999 (91 uniques)	4999 (90 uniques)
62c	25584	22588	22588	22588 (9742 uniques)	21670 (273 uniques)	20532 (266 uniques)	20516 (234 uniques)	20473 (231 uniques)	20473 (231 uniques)	20473 (185 uniques)	20067 (161 uniques)	20061 (158 uniques)	4999 (147 uniques)	4999 (147 uniques)
63_AM21	90434	80560	80560	80560 (25791 uniques)	77587 (815 uniques)	73034 (647 uniques)	72796 (613 uniques)	70937 (567 uniques)	70937 (567 uniques)	70937 (491 uniques)	68365 (478 uniques)	68361 (476 uniques)	4999 (305 uniques)	4999 (304 uniques)
63_T	20973	18988	18988	18988 (3275 uniques)	18766 (67 uniques)	18534 (49 uniques)	18534 (49 uniques)	18496 (47 uniques)	18496 (47 uniques)	18496 (42 uniques)	569 (38 uniques)	569 (38 uniques)	/	/
63c	39648	33715	33715	33715 (14347 uniques)	32583 (332 uniques)	30677 (364 uniques)	30636 (300 uniques)	30201 (282 uniques)	30201 (282 uniques)	30201 (204 uniques)	29513 (170 uniques)	29511 (169 uniques)	4999 (154 uniques)	4999 (153 uniques)
64_AM21	105022	93768	93768	93768 (26769 uniques)	91201 (778 uniques)	87092 (678 uniques)	87023 (648 uniques)	84556 (581 uniques)	84556 (581 uniques)	84556 (489 uniques)	83687 (468 uniques)	83673 (461 uniques)	4999 (241 uniques)	4999 (239 uniques)
64_T	19924	17173	17173	17173 (3938 uniques)	16715 (103 uniques)	16364 (82 uniques)	16364 (82 uniques)	16354 (81 uniques)	16354 (81 uniques)	16354 (76 uniques)	2044 (70 uniques)	2044 (70 uniques)	/	/
64c	33766	29189	29189	29189 (10203 uniques)	28649 (177 uniques)	27048 (158 uniques)	27048 (151 uniques)	25958 (112 uniques)	25958 (112 uniques)	25958 (82 uniques)	25958 (82 uniques)	25958 (82 uniques)	4999 (78 uniques)	4999 (78 uniques)
64c_repeat	125511	109247	109247	109247 (31102 uniques)	107792 (421 uniques)	103337 (489 uniques)	103337 (451 uniques)	96704 (259 uniques)	96704 (259 uniques)	96704 (169 uniques)	96694 (167 uniques)	96693 (166 uniques)	4999 (112 uniques)	4999 (112 uniques)
64c_repeat_1_10_dilution	258	123	123	123 (109 uniques)	61 (6 uniques)	55 (6 uniques)	55 (6 uniques)	55 (6 uniques)	55 (6 uniques)	55 (6 uniques)	55 (6 uniques)	55 (6 uniques)	/	/
65_AM21	90608	79426	79426	79426 (22700 uniques)	76872 (786 uniques)	73386 (623 uniques)	73184 (596 uniques)	71293 (551 uniques)	71293 (551 uniques)	71293 (501 uniques)	70172 (476 uniques)	70166 (473 uniques)	4999 (288 uniques)	4999 (288 uniques)
65_T	17264	14661	14661	14661 (2702 uniques)	14382 (57 uniques)	14145 (43 uniques)	14145 (42 uniques)	14118 (41 uniques)	14118 (41 uniques)	14118 (38 uniques)	539 (36 uniques)	539 (36 uniques)	/	/
65c	29354	24879	24879	24879 (10817 uniques)	23962 (260 uniques)	22414 (274 uniques)	22165 (228 uniques)	21851 (217 uniques)	21851 (217 uniques)	21851 (153 uniques)	21599 (136 uniques)	21597 (135 uniques)	4999 (127 uniques)	4999 (127 uniques)
66_AM21	94599	84928	84928	84928 (22376 uniques)	82378 (740 uniques)	78782 (606 uniques)	78662 (582 uniques)	76786 (533 uniques)	76786 (533 uniques)	76786 (474 uniques)	76165 (454 uniques)	76155 (449 uniques)	4999 (242 uniques)	4999 (242 uniques)
66_T	22370	19452	19452	19452 (3592 uniques)	19238 (44 uniques)	18967 (36 uniques)	18967 (36 uniques)	18960 (35 uniques)	18960 (35 uniques)	18960 (34 uniques)	702 (31 uniques)	702 (31 uniques)	/	/
66c	27244	23579	23579	23579 (8790 uniques)	23001 (171 uniques)	21668 (164 uniques)	21657 (155 uniques)	20504 (119 uniques)	20504 (119 uniques)	20504 (92 uniques)	20504 (92 uniques)	20502 (91 uniques)	4999 (87 uniques)	4999 (87 uniques)
67_AM21	46811	39987	39987	39987 (9771 uniques)	39724 (210 uniques)	39184 (194 uniques)	39130 (188 uniques)	39114 (186 uniques)	39114 (186 uniques)	39114 (164 uniques)	38102 (157 uniques)	38102 (157 uniques)	4999 (138 uniques)	4999 (138 uniques)
67_T	9446	8042	8042	8042 (2542 uniques)	7778 (65 uniques)	7591 (58 uniques)	7591 (55 uniques)	7549 (50 uniques)	7549 (50 uniques)	7549 (40 uniques)	2539 (39 uniques)	2535 (37 uniques)	/	/
67c	27718	25711	25711	25711 (10708 uniques)	24819 (244 uniques)	23518 (251 uniques)	23471 (224 uniques)	22973 (212 uniques)	22973 (212 uniques)	22973 (154 uniques)	22884 (146 uniques)	22884 (146 uniques)	4999 (128 uniques)	4999 (128 uniques)
68_AM21	103987	91904	91904	91904 (32150 uniques)	88308 (1277 uniques)	83210 (1039 uniques)	82897 (1018 uniques)	81197 (974 uniques)	81197 (974 uniques)	81197 (868 uniques)	76736 (829 uniques)	76716 (819 uniques)	4999 (487 uniques)	4999 (486 uniques)
68_T	11541	10004	10004	10004 (2260 uniques)	9795 (45 uniques)	9639 (31 uniques)	9639 (31 uniques)	9639 (31 uniques)	9639 (31 uniques)	9639 (30 uniques)	654 (26 uniques)	654 (26 uniques)	/	/
68c	17067	14827	14827	14827 (5116 uniques)	14494 (122 uniques)	14086 (99 uniques)	14086 (98 uniques)	13996 (93 uniques)	13996 (93 uniques)	13996 (83 uniques)	13996 (83 uniques)	13996 (83 uniques)	4999 (79 uniques)	4999 (79 uniques)
69_AM21	121177	104778	104778	104778 (30914 uniques)	102467 (610 uniques)	98193 (545 uniques)	98164 (528 uniques)	93821 (420 uniques)	93821 (420 uniques)	93821 (343 uniques)	93264 (327 uniques)	93262 (326 uniques)	4999 (164 uniques)	4999 (163 uniques)
69_T	11499	10187	10187	10187 (2454 uniques)	9851 (70 uniques)	9549 (61 uniques)	9543 (56 uniques)	9116 (49 uniques)	9116 (49 uniques)	9116 (45 uniques)	431 (38 uniques)	431 (38 uniques)	/	/
69c	15742	13617	13617	13617 (6004 uniques)	13110 (193 uniques)	12319 (175 uniques)	12216 (161 uniques)	12216 (161 uniques)	12216 (161 uniques)	12216 (129 uniques)	11914 (111 uniques)	11912 (110 uniques)	4999 (109 uniques)	4999 (109 uniques)
6_AM21	101285	90066	90066	90066 (23618 uniques)	87168 (776 uniques)	83740 (608 uniques)	83280 (583 uniques)	80458 (533 uniques)	80458 (533 uniques)	80458 (496 uniques)	79198 (477 uniques)	79186 (471 uniques)	4999 (261 uniques)	4999 (261 uniques)
6_MSCAII	31067	26918	26918	26918 (11339 uniques)	26269 (251 uniques)	25340 (254 uniques)	25328 (216 uniques)	25290 (215 uniques)	25290 (215 uniques)	25290 (156 uniques)	24993 (141 uniques)	24993 (141 uniques)	4999 (130 uniques)	4999 (130 uniques)
6c	62674	54507	54507	54507 (25849 uniques)	52093 (579 uniques)	48135 (558 uniques)	48100 (505 uniques)	46723 (471 uniques)	46723 (471 uniques)	46723 (350 uniques)	45864 (324 uniques)	45848 (316 uniques)	4999 (261 uniques)	4999 (260 uniques)
6s	34083	28437	28437	28437 (18906 uniques)	25698 (666 uniques)	19308 (443 uniques)	19222 (434 uniques)	19166 (433 uniques)	19166 (433 uniques)	19166 (360 uniques)	19156 (358 uniques)	19152 (356 uniques)	4999 (349 uniques)	4999 (348 uniques)
70_AM21	89329	79677	79677	79677 (21774 uniques)	77210 (667 uniques)	73982 (580 uniques)	73898 (557 uniques)	72481 (510 uniques)	72481 (510 uniques)	72481 (445 uniques)	71794 (423 uniques)	71794 (423 uniques)	4999 (242 uniques)	4999 (242 uniques)
70_T	11927	10552	10552	10552 (2631 uniques)	10220 (121 uniques)	9936 (93 uniques)	9936 (92 uniques)	9928 (91 uniques)	9928 (91 uniques)	9928 (82 uniques)	1539 (75 uniques)	1537 (74 uniques)	/	/
70c	41480	30198	30198	30198 (11070 uniques)	29699 (177 uniques)	28536 (188 uniques)	28527 (167 uniques)	27751 (138 uniques)	27751 (138 uniques)	27751 (94 uniques)	27714 (90 uniques)	27714 (90 uniques)	4999 (75 uniques)	4999 (75 uniques)
71_AM21	71602	63149	63149	63149 (19150 uniques)	61108 (547 uniques)	58357 (452 uniques)	58306 (437 uniques)	57218 (389 uniques)	57218 (389 uniques)	57218 (342 uniques)	56787 (329 uniques)	56783 (327 uniques)	4999 (220 uniques)	4999 (219 uniques)
71_T	11382	10438	10438	10438 (1967 uniques)	10213 (32 uniques)	10077 (25 uniques)	10077 (25 uniques)	10060 (24 uniques)	10060 (24 uniques)	10060 (22 uniques)	166 (20 uniques)	166 (20 uniques)	/	/
71c	34608	24896	24896	24896 (10632 uniques)	24234 (226 uniques)	22750 (215 uniques)	22674 (195 uniques)	22252 (178 uniques)	22252 (178 uniques)	22252 (122 uniques)	22203 (117 uniques)	22201 (116 uniques)	4999 (111 uniques)	4999 (110 uniques)
72_AM21	82469	73016	73016	73016 (24142 uniques)	70318 (842 uniques)	66109 (701 uniques)	65995 (679 uniques)	64400 (614 uniques)	64400 (614 uniques)	64400 (513 uniques)	63658 (491 uniques)	63648 (486 uniques)	4999 (308 uniques)	4999 (307 uniques)
72_T	13605	11346	11346	11346 (3790 uniques)	10848 (133 uniques)	10263 (114 uniques)	10249 (108 uniques)	9718 (97 uniques)	9718 (97 uniques)	9718 (78 uniques)	2605 (66 uniques)	2603 (65 uniques)	/	/
72c	29216	25022	25022	25022 (7507 uniques)	24611 (124 uniques)	23673 (104 uniques)	23673 (99 uniques)	23166 (82 uniques)	23166 (82 uniques)	23166 (68 uniques)	23155 (67 uniques)	23155 (67 uniques)	4999 (62 uniques)	4999 (62 uniques)
