"","Genus","Species"
"Otu10571",NA,NA
"Otu10573",NA,NA
"Otu10574",NA,NA
"Otu10576",NA,NA
"Otu10577",NA,NA
"Otu10578",NA,NA
"Otu10579",NA,NA
"Otu10583",NA,NA
"Otu10587",NA,NA
"Otu10589","Aquimarina","macrocephali/mytili"
"Otu10590",NA,NA
"Otu10592",NA,NA
"Otu10593",NA,NA
"Otu10594",NA,NA
"Otu10595",NA,NA
"Otu10596",NA,NA
"Otu10600",NA,NA
"Otu10601",NA,NA
"Otu10602",NA,NA
"Otu10603",NA,NA
"Otu10605",NA,NA
"Otu10606",NA,NA
"Otu10607",NA,NA
"Otu10608",NA,NA
"Otu10610",NA,NA
"Otu10612",NA,NA
"Otu10613",NA,NA
"Otu10616",NA,NA
"Otu10618",NA,NA
"Otu10621",NA,NA
"Otu10623",NA,NA
"Otu10624",NA,NA
"Otu10625","Pseudomonas","marincola/segetis"
"Otu10627",NA,NA
"Otu10628",NA,NA
"Otu10629",NA,NA
"Otu10631",NA,NA
"Otu10632",NA,NA
"Otu10633",NA,NA
"Otu10635",NA,NA
"Otu10636",NA,NA
"Otu10637",NA,NA
"Otu10638","Paenibacillus","alginolyticus/marchantiophytorum"
"Otu10640",NA,NA
"Otu10641","Pelagibius","litoralis"
"Otu10642",NA,NA
"Otu10643",NA,NA
"Otu10646",NA,NA
"Otu10647",NA,NA
"Otu10650",NA,NA
"Otu10651",NA,NA
"Otu10652",NA,NA
"Otu10653",NA,NA
"Otu10654",NA,NA
"Otu10656",NA,NA
"Otu10658",NA,NA
"Otu10661","Bacteroides","dorei/vulgatus"
"Otu10662",NA,NA
"Otu10663",NA,NA
"Otu10665",NA,NA
"Otu10668",NA,NA
"Otu10669",NA,NA
"Otu10670",NA,NA
"Otu10671",NA,NA
"Otu10672",NA,NA
"Otu10673",NA,NA
"Otu10674",NA,NA
"Otu10675",NA,NA
"Otu10676",NA,NA
"Otu10677",NA,NA
"Otu10678",NA,NA
"Otu10679",NA,NA
"Otu10680",NA,NA
"Otu10682",NA,NA
"Otu10686",NA,NA
"Otu10687",NA,NA
"Otu10688",NA,NA
"Otu10690",NA,NA
"Otu10691",NA,NA
"Otu10693",NA,NA
"Otu10696",NA,NA
"Otu10698",NA,NA
"Otu10699",NA,NA
"Otu10700",NA,NA
"Otu10701",NA,NA
"Otu10703",NA,NA
"Otu10704",NA,"aspalathi/bryophila/caffeinilytica/caledonica/fungorum/insulsa/phenazinium/phytofirmans/rhynchosiae/sediminicola/symbiont/terricola"
"Otu10706",NA,NA
"Otu10709",NA,NA
"Otu10712",NA,NA
"Otu10713",NA,NA
"Otu10714",NA,NA
"Otu10717",NA,NA
"Otu10718",NA,NA
"Otu10720",NA,NA
"Otu10721",NA,NA
"Otu10722",NA,NA
"Otu10723",NA,NA
"Otu10724",NA,NA
"Otu10726",NA,NA
"Otu10727",NA,NA
"Otu10728",NA,NA
"Otu10729",NA,NA
"Otu10730",NA,NA
"Otu10732",NA,NA
"Otu10733",NA,NA
"Otu10734",NA,NA
"Otu10735",NA,NA
"Otu10736",NA,NA
"Otu10737",NA,NA
"Otu10738",NA,NA
"Otu10739",NA,NA
"Otu10740",NA,NA
"Otu10743",NA,NA
"Otu10744",NA,NA
"Otu10745",NA,NA
"Otu10746",NA,NA
"Otu10747",NA,NA
"Otu10749",NA,NA
"Otu10751",NA,NA
"Otu10753",NA,NA
"Otu10754",NA,NA
"Otu10757",NA,NA
"Otu10758",NA,NA
"Otu10762",NA,NA
"Otu10763",NA,NA
"Otu10765","Sphingomonas","fonticola"
"Otu10767",NA,NA
"Otu10769",NA,NA
"Otu10773",NA,NA
"Otu10777",NA,NA
"Otu10779",NA,NA
"Otu10781",NA,NA
"Otu10783",NA,NA
"Otu10785",NA,NA
"Otu10786",NA,NA
"Otu10787",NA,NA
"Otu10789",NA,NA
"Otu10790",NA,NA
"Otu10791",NA,NA
"Otu10793",NA,NA
"Otu10794",NA,NA
"Otu10795",NA,NA
"Otu10797",NA,NA
"Otu10800",NA,NA
"Otu10801",NA,NA
"Otu10803",NA,NA
"Otu10804",NA,NA
"Otu10805",NA,NA
"Otu10806",NA,NA
"Otu10807",NA,NA
"Otu10809","Skermanella","aerolata"
"Otu10810",NA,NA
"Otu10811",NA,NA
"Otu10812",NA,NA
"Otu10814",NA,NA
"Otu10817","Paenibacillus","aceris/alginolyticus/chondroitinus/ferrarius/pocheonensis"
"Otu10824",NA,NA
"Otu10826",NA,NA
"Otu10827",NA,NA
"Otu10828","Alkalibacterium","olivapovliticus"
"Otu10829",NA,NA
"Otu10838",NA,NA
"Otu10839",NA,NA
"Otu10841","Kineosporia","rhamnosa"
"Otu10842",NA,NA
"Otu10843",NA,NA
"Otu10844",NA,NA
"Otu10845",NA,NA
"Otu10846",NA,NA
"Otu10848",NA,NA
"Otu10850",NA,NA
"Otu10851",NA,NA
"Otu10852",NA,NA
"Otu10855",NA,NA
"Otu10858",NA,NA
"Otu10859",NA,NA
"Otu10860",NA,NA
"Otu10862",NA,NA
"Otu10863",NA,NA
"Otu10864",NA,NA
"Otu10867",NA,NA
"Otu10871",NA,NA
"Otu10872",NA,NA
"Otu10873",NA,NA
"Otu10874",NA,NA
"Otu10875",NA,NA
"Otu10877",NA,NA
"Otu10879",NA,NA
"Otu10880",NA,NA
"Otu10881",NA,NA
"Otu10883",NA,NA
"Otu10885",NA,NA
"Otu10886",NA,NA
"Otu10887",NA,NA
"Otu10888",NA,NA
"Otu10889",NA,NA
"Otu10891","Marinococcus","halophilus/halotolerans/luteus/tarijensis"
"Otu10892",NA,NA
"Otu10895",NA,NA
"Otu10896",NA,NA
"Otu10897",NA,NA
"Otu10899",NA,NA
"Otu10902",NA,NA
"Otu10903",NA,NA
"Otu10904",NA,NA
"Otu10906",NA,NA
"Otu10907",NA,NA
"Otu10908",NA,NA
"Otu10909",NA,NA
"Otu10910",NA,NA
"Otu10911",NA,NA
"Otu10912",NA,NA
"Otu10913",NA,NA
"Otu10914",NA,NA
"Otu10915",NA,NA
"Otu10916",NA,NA
"Otu10919",NA,NA
"Otu10920",NA,NA
"Otu10921",NA,NA
"Otu10922",NA,NA
"Otu10924",NA,NA
"Otu10925",NA,NA
"Otu10926",NA,NA
"Otu10928",NA,NA
"Otu10929",NA,NA
"Otu10931","Bacteroides","graminisolvens"
"Otu10934","Phascolarctobacterium","succinatutens"
"Otu10935",NA,NA
"Otu10936",NA,NA
"Otu10937",NA,NA
"Otu10938",NA,NA
"Otu10939",NA,NA
"Otu10940",NA,NA
"Otu10941",NA,NA
"Otu10943","Limnobacter","thiooxidans"
"Otu10944",NA,NA
"Otu10948",NA,NA
"Otu10950",NA,NA
"Otu10956",NA,NA
"Otu10958",NA,NA
"Otu10959",NA,NA
"Otu10962",NA,NA
"Otu10963",NA,NA
"Otu10965",NA,NA
"Otu10966",NA,NA
"Otu10967",NA,NA
"Otu10968",NA,NA
"Otu10969",NA,NA
"Otu10970",NA,NA
"Otu10971",NA,NA
"Otu10976",NA,NA
"Otu10977",NA,NA
"Otu10981",NA,NA
"Otu10983",NA,NA
"Otu10984",NA,NA
"Otu10985",NA,NA
"Otu10986",NA,NA
"Otu10988",NA,NA
"Otu10989",NA,NA
"Otu10990",NA,NA
"Otu10991",NA,NA
"Otu10992",NA,NA
"Otu10994",NA,NA
"Otu10995",NA,NA
"Otu10998",NA,NA
"Otu10999",NA,NA
"Otu11000",NA,NA
"Otu11001",NA,NA
"Otu11002",NA,NA
"Otu11003",NA,NA
"Otu11004",NA,NA
"Otu11005",NA,NA
"Otu11006",NA,NA
"Otu11009",NA,NA
"Otu11010",NA,NA
"Otu11013",NA,NA
"Otu11014",NA,NA
"Otu11015",NA,NA
"Otu11017",NA,NA
"Otu11018",NA,NA
"Otu11021",NA,NA
"Otu11022","Staphylococcus","cohnii/equorum/haemolyticus/lugdunensis"
"Otu11024",NA,NA
"Otu11026",NA,NA
"Otu11028",NA,NA
"Otu11030",NA,NA
"Otu11032",NA,NA
"Otu11033","Kineococcus","gynurae"
"Otu11035",NA,NA
"Otu11036",NA,NA
"Otu11037",NA,NA
"Otu11038",NA,NA
"Otu11040",NA,NA
"Otu11041",NA,NA
"Otu11042","Motilibacter","peucedani/rhizosphaerae"
"Otu11043",NA,NA
"Otu11044",NA,NA
"Otu11045",NA,NA
"Otu11051",NA,NA
"Otu11052",NA,NA
"Otu11053",NA,NA
"Otu11056",NA,NA
"Otu11057",NA,NA
"Otu11059",NA,NA
"Otu11060",NA,NA
"Otu11061",NA,NA
"Otu11062",NA,NA
"Otu11063",NA,NA
"Otu11064",NA,NA
"Otu11066",NA,NA
"Otu11070","Flavihumibacter","solisilvae"
"Otu11071",NA,NA
"Otu11072",NA,NA
"Otu11075",NA,NA
"Otu11076",NA,NA
"Otu11078",NA,NA
"Otu11080",NA,NA
"Otu11082",NA,NA
"Otu11084",NA,NA
"Otu11085",NA,NA
"Otu11086",NA,NA
"Otu11087",NA,NA
"Otu11088",NA,NA
"Otu11093",NA,NA
"Otu11095",NA,NA
"Otu11096",NA,NA
"Otu11097",NA,NA
"Otu11103",NA,NA
"Otu11106",NA,NA
"Otu11109",NA,NA
"Otu11110",NA,NA
"Otu11111",NA,NA
"Otu11112",NA,NA
"Otu11113",NA,NA
"Otu11114",NA,NA
"Otu11115",NA,NA
"Otu11118",NA,NA
"Otu11119",NA,NA
"Otu11120",NA,NA
"Otu11122",NA,NA
"Otu11123",NA,NA
"Otu11126",NA,NA
"Otu11128",NA,NA
"Otu11134",NA,NA
"Otu11135",NA,NA
"Otu11136",NA,NA
"Otu11138",NA,NA
"Otu11141","Bacteroides","vulgatus"
"Otu11142",NA,NA
"Otu11143",NA,NA
"Otu11144",NA,NA
"Otu11145",NA,NA
"Otu11147",NA,NA
"Otu11148",NA,NA
"Otu11150",NA,NA
"Otu11151",NA,NA
"Otu11152",NA,NA
"Otu11153",NA,NA
"Otu11154",NA,NA
"Otu11155",NA,NA
"Otu11158","Nocardioides","marinisabuli"
"Otu11159",NA,NA
"Otu11160",NA,NA
"Otu11162",NA,NA
"Otu11164",NA,NA
"Otu11169",NA,NA
"Otu11170",NA,NA
"Otu11171",NA,NA
"Otu11172",NA,NA
"Otu11173",NA,NA
"Otu11176",NA,NA
"Otu11177",NA,NA
"Otu11178",NA,NA
"Otu11179",NA,NA
"Otu11183",NA,NA
"Otu11186",NA,NA
"Otu11188",NA,NA
"Otu11189",NA,NA
"Otu11190",NA,NA
"Otu11191",NA,NA
"Otu11192",NA,NA
"Otu11193",NA,NA
"Otu11194",NA,NA
"Otu11195",NA,NA
"Otu11197",NA,NA
"Otu11200",NA,NA
"Otu11201",NA,NA
"Otu11202",NA,NA
"Otu11203",NA,NA
"Otu11205",NA,NA
"Otu11206",NA,NA
"Otu11207",NA,NA
"Otu11208",NA,NA
"Otu11209",NA,NA
"Otu11212",NA,NA
"Otu11214",NA,NA
"Otu11215",NA,NA
"Otu11216",NA,NA
"Otu11217",NA,NA
"Otu11219",NA,NA
"Otu11220",NA,NA
"Otu11221",NA,NA
"Otu11222",NA,NA
"Otu11223",NA,NA
"Otu11224",NA,NA
"Otu11225",NA,NA
"Otu11227",NA,NA
"Otu11228",NA,NA
"Otu11230",NA,NA
"Otu11232",NA,NA
"Otu11235",NA,NA
"Otu11236",NA,NA
"Otu11238",NA,NA
"Otu11239",NA,NA
"Otu11241",NA,NA
"Otu11242",NA,NA
"Otu11243",NA,NA
"Otu11245",NA,NA
"Otu11246",NA,NA
"Otu11247",NA,NA
"Otu11249",NA,NA
"Otu11250",NA,NA
"Otu11251",NA,NA
"Otu11252",NA,NA
"Otu11253",NA,NA
"Otu11254",NA,NA
"Otu11257",NA,NA
"Otu11259",NA,NA
"Otu11260","Bacillus","licheniformis/niabensis"
"Otu11261",NA,NA
"Otu11262",NA,NA
"Otu11263",NA,NA
"Otu11264",NA,NA
"Otu11265",NA,NA
"Otu11266",NA,NA
"Otu11269",NA,NA
"Otu11271",NA,NA
"Otu11272",NA,NA
"Otu11273","Bacillus","cohnii"
"Otu11275",NA,NA
"Otu11276",NA,NA
"Otu11277","Idiomarina","homiensis"
"Otu11278","Rubritalea","marina"
"Otu11283",NA,NA
"Otu11284","Brevundimonas","aurantiaca/intermedia/mediterranea/nasdae"
"Otu11288",NA,NA
"Otu11291",NA,NA
"Otu11292",NA,NA
"Otu11293",NA,NA
"Otu11294",NA,NA
"Otu11296",NA,NA
"Otu11297",NA,NA
"Otu11300",NA,NA
"Otu11301",NA,NA
"Otu11302",NA,NA
"Otu11303",NA,NA
"Otu11304",NA,NA
"Otu11305",NA,NA
"Otu11306",NA,NA
"Otu11307",NA,NA
"Otu11308",NA,NA
"Otu11311",NA,NA
"Otu11313",NA,NA
"Otu11314",NA,NA
"Otu11316",NA,NA
"Otu11317",NA,NA
"Otu11318",NA,NA
"Otu11322",NA,NA
"Otu11323",NA,NA
"Otu11324",NA,NA
"Otu11325",NA,NA
"Otu11328",NA,NA
"Otu11329",NA,NA
"Otu11333",NA,NA
"Otu11337",NA,NA
"Otu11342",NA,NA
"Otu11345",NA,NA
"Otu11346",NA,NA
"Otu11348",NA,NA
"Otu11353",NA,NA
"Otu11355",NA,NA
"Otu11358",NA,NA
"Otu11359",NA,NA
"Otu11360",NA,NA
"Otu11361",NA,NA
"Otu11362",NA,NA
"Otu11364",NA,NA
"Otu11367",NA,NA
"Otu11370",NA,NA
"Otu11372",NA,NA
"Otu11375","Clostridium","algoriphilum/bowmanii/estertheticum/frigoriphilum/frigoris"
"Otu11376",NA,NA
"Otu11377",NA,NA
"Otu11386",NA,NA
"Otu11387",NA,NA
"Otu11389",NA,NA
"Otu11390",NA,NA
"Otu11391",NA,NA
"Otu11392",NA,NA
"Otu11396",NA,NA
"Otu11398",NA,NA
"Otu11399",NA,NA
"Otu11402",NA,NA
"Otu11403","Salinisphaera","japonica"
"Otu11404",NA,NA
"Otu11406",NA,NA
"Otu11407",NA,NA
"Otu11408",NA,NA
"Otu11409",NA,NA
"Otu11411",NA,NA
"Otu11413",NA,NA
"Otu11416",NA,NA
"Otu11418",NA,NA
"Otu11421",NA,NA
"Otu11422",NA,NA
"Otu11423",NA,NA
"Otu11425",NA,NA
"Otu11429",NA,NA
"Otu11431",NA,NA
"Otu11432",NA,NA
"Otu11433",NA,NA
"Otu11438",NA,NA
"Otu11439",NA,NA
"Otu11440",NA,NA
"Otu11441",NA,NA
"Otu11442",NA,NA
"Otu11444",NA,NA
"Otu11445",NA,NA
"Otu11449",NA,NA
"Otu11450",NA,NA
"Otu11451",NA,NA
"Otu11460",NA,NA
"Otu11462",NA,NA
"Otu11464",NA,NA
"Otu11465",NA,NA
"Otu11468",NA,NA
"Otu11470",NA,NA
"Otu11471",NA,NA
"Otu11473",NA,NA
"Otu11474",NA,NA
"Otu11476",NA,NA
"Otu11478",NA,NA
"Otu11479",NA,NA
"Otu11481",NA,NA
"Otu11484",NA,NA
"Otu11488",NA,NA
"Otu11492",NA,NA
"Otu11493",NA,NA
"Otu11494",NA,NA
"Otu11495",NA,NA
"Otu11496",NA,NA
"Otu11497",NA,NA
"Otu11498",NA,NA
"Otu11502",NA,NA
"Otu11503",NA,NA
"Otu11504",NA,NA
"Otu11505",NA,NA
"Otu11506",NA,NA
"Otu11507",NA,NA
"Otu11510",NA,NA
"Otu11511",NA,NA
"Otu11512",NA,NA
"Otu11513",NA,NA
"Otu11514",NA,NA
"Otu11515",NA,NA
"Otu11516","Pseudoxanthomonas","icgebensis"
"Otu11517",NA,NA
"Otu11518",NA,NA
"Otu11519",NA,NA
"Otu11520",NA,NA
"Otu11521",NA,NA
"Otu11522",NA,NA
"Otu11523",NA,NA
"Otu11526",NA,NA
"Otu11528",NA,NA
"Otu11529",NA,NA
"Otu11532",NA,NA
"Otu11533",NA,NA
"Otu11534",NA,NA
"Otu11535",NA,NA
"Otu11536",NA,NA
"Otu11538",NA,NA
"Otu11539",NA,NA
"Otu11540",NA,NA
"Otu11541",NA,NA
"Otu11542","Lactobacillus","mellifer"
"Otu11543",NA,NA
"Otu11544",NA,NA
"Otu11545",NA,NA
"Otu11547",NA,NA
"Otu11549",NA,NA
"Otu11551",NA,NA
"Otu11554",NA,NA
"Otu11555","Pseudoteredinibacter","isoporae"
"Otu11556",NA,NA
"Otu11557",NA,NA
"Otu11559",NA,NA
"Otu11560",NA,NA
"Otu11561",NA,NA
"Otu11562",NA,NA
"Otu11563",NA,NA
"Otu11565",NA,NA
"Otu11566",NA,NA
"Otu11567",NA,NA
"Otu11568","Agarivorans","albus"
"Otu11570",NA,NA
"Otu11572",NA,NA
"Otu11573",NA,NA
"Otu11574",NA,NA
"Otu11575",NA,NA
"Otu11579",NA,NA
"Otu11580",NA,NA
"Otu11581",NA,NA
"Otu11582",NA,NA
"Otu11583",NA,NA
"Otu11584",NA,NA
"Otu11587",NA,NA
"Otu11588",NA,NA
"Otu11589",NA,NA
"Otu11594","Mitsuokella","multacida"
"Otu11596",NA,NA
"Otu11597",NA,NA
"Otu11599",NA,NA
"Otu11600",NA,NA
"Otu11603",NA,NA
"Otu11604",NA,NA
"Otu11605",NA,NA
"Otu11606",NA,NA
"Otu11609",NA,NA
"Otu11612",NA,NA
"Otu11614",NA,NA
"Otu11615",NA,NA
"Otu11617",NA,NA
"Otu11618",NA,NA
"Otu11619",NA,NA
"Otu11620",NA,NA
"Otu11624",NA,NA
"Otu11628",NA,NA
"Otu11629",NA,NA
"Otu11631",NA,NA
"Otu11632",NA,NA
"Otu11633",NA,NA
"Otu11634",NA,NA
"Otu11635",NA,NA
"Otu11637",NA,NA
"Otu11638",NA,NA
"Otu11643",NA,NA
"Otu11644",NA,NA
"Otu11645",NA,NA
"Otu11646",NA,NA
"Otu11648",NA,NA
"Otu11649",NA,NA
"Otu11650",NA,NA
"Otu11651",NA,NA
"Otu11653",NA,NA
"Otu11656",NA,NA
"Otu11657",NA,NA
"Otu11661",NA,NA
"Otu11663",NA,NA
"Otu11664",NA,NA
"Otu11666",NA,NA
"Otu11667",NA,NA
"Otu11668",NA,NA
"Otu11669",NA,NA
"Otu11675",NA,NA
"Otu11677",NA,NA
"Otu11678",NA,NA
"Otu11683",NA,NA
"Otu11684",NA,NA
"Otu11686",NA,NA
"Otu11687",NA,NA
"Otu11688",NA,NA
"Otu11689",NA,NA
"Otu11691",NA,NA
"Otu11694",NA,NA
"Otu11696",NA,NA
"Otu11699",NA,NA
"Otu11700",NA,NA
"Otu11701",NA,NA
"Otu11703",NA,NA
"Otu11705",NA,NA
"Otu11707",NA,NA
"Otu11708",NA,NA
"Otu11709",NA,NA
"Otu11712",NA,NA
"Otu11718",NA,NA
"Otu11723",NA,NA
"Otu11724",NA,NA
"Otu11728",NA,NA
"Otu11733",NA,NA
"Otu11734",NA,NA
"Otu11737",NA,NA
"Otu11741",NA,NA
"Otu11742",NA,NA
"Otu11743",NA,NA
"Otu11746",NA,NA
"Otu11747",NA,NA
"Otu11748",NA,NA
"Otu11749",NA,NA
"Otu11753",NA,NA
"Otu11754",NA,NA
"Otu11755",NA,NA
"Otu11756",NA,NA
"Otu11757",NA,NA
"Otu11758",NA,NA
"Otu11760",NA,NA
"Otu11763",NA,NA
"Otu11764",NA,NA
"Otu11768",NA,NA
"Otu11769",NA,NA
"Otu11772",NA,NA
"Otu11773",NA,NA
"Otu11775",NA,NA
"Otu11779",NA,NA
"Otu11781",NA,NA
"Otu11782",NA,NA
"Otu11784",NA,NA
"Otu11785",NA,NA
"Otu11788",NA,NA
"Otu11795",NA,NA
"Otu11796",NA,NA
"Otu11799",NA,NA
"Otu11801",NA,NA
"Otu11802",NA,NA
"Otu11804",NA,NA
"Otu11806",NA,NA
"Otu11807",NA,NA
"Otu11808",NA,NA
"Otu11811",NA,NA
"Otu11815",NA,NA
"Otu11818",NA,NA
"Otu11819",NA,NA
"Otu11820",NA,NA
"Otu11821",NA,NA
"Otu11822",NA,NA
"Otu11827",NA,NA
"Otu11831",NA,NA
"Otu11833",NA,NA
"Otu11835",NA,NA
"Otu11836",NA,NA
"Otu11838",NA,NA
"Otu11839",NA,NA
"Otu11840",NA,NA
"Otu11841",NA,NA
"Otu11842",NA,NA
"Otu11843",NA,NA
"Otu11844",NA,NA
"Otu11845",NA,NA
"Otu11846",NA,NA
"Otu11847","Nocardioides","plantarum"
"Otu11848","Corynebacterium","coyleae/mucifaciens"
"Otu11849",NA,NA
"Otu11852",NA,NA
"Otu11854",NA,NA
"Otu11855",NA,NA
"Otu11856",NA,NA
"Otu11858",NA,NA
"Otu11859",NA,NA
"Otu11862",NA,NA
"Otu11863",NA,NA
"Otu11865",NA,NA
"Otu11868",NA,NA
"Otu11869",NA,NA
"Otu11870",NA,NA
"Otu11873",NA,NA
"Otu11875",NA,NA
"Otu11876",NA,NA
"Otu11877",NA,NA
"Otu11878",NA,NA
"Otu11879",NA,NA
"Otu11880","Kingella","oralis"
"Otu11882",NA,NA
"Otu11884",NA,NA
"Otu11885",NA,NA
"Otu11886",NA,NA
"Otu11890",NA,NA
"Otu11897",NA,NA
"Otu11898",NA,NA
"Otu11899",NA,NA
"Otu11902",NA,NA
"Otu11905",NA,NA
"Otu11906",NA,NA
"Otu11912",NA,NA
"Otu11913",NA,NA
"Otu11914",NA,NA
"Otu11917",NA,NA
"Otu11919",NA,NA
"Otu11921",NA,NA
"Otu11924",NA,NA
"Otu11925",NA,NA
"Otu11926",NA,NA
"Otu11928",NA,NA
"Otu11932",NA,NA
"Otu11937",NA,NA
"Otu11939",NA,NA
"Otu11940",NA,NA
"Otu11942","Crocosphaera","watsonii"
"Otu11943",NA,NA
"Otu11944",NA,NA
"Otu11948",NA,NA
"Otu11950",NA,NA
"Otu11954",NA,NA
"Otu11957",NA,NA
"Otu11958",NA,NA
"Otu11959",NA,NA
"Otu11962",NA,NA
"Otu11964",NA,NA
"Otu11966",NA,NA
"Otu11968",NA,NA
"Otu11969",NA,NA
"Otu11971",NA,NA
"Otu11972",NA,NA
"Otu11974",NA,NA
"Otu11975",NA,NA
"Otu11976",NA,NA
"Otu11978",NA,NA
"Otu11979",NA,NA
"Otu11981",NA,NA
"Otu11982",NA,NA
"Otu11983",NA,NA
"Otu11987",NA,NA
"Otu11988",NA,NA
"Otu11990",NA,NA
"Otu11991",NA,NA
"Otu11992",NA,NA
"Otu11993",NA,NA
"Otu11996",NA,NA
"Otu11997",NA,NA
"Otu12005",NA,NA
"Otu12008",NA,NA
"Otu12009",NA,NA
"Otu12010",NA,NA
"Otu12016",NA,NA
"Otu12019",NA,NA
"Otu12021",NA,NA
"Otu12022",NA,NA
"Otu12025",NA,NA
"Otu12026",NA,NA
"Otu12027",NA,NA
"Otu12028","Pseudokineococcus","marinus"
"Otu12031",NA,NA
"Otu12032",NA,NA
"Otu12033",NA,NA
"Otu12034",NA,NA
"Otu12035",NA,NA
"Otu12036",NA,NA
"Otu12044",NA,NA
"Otu12046",NA,NA
"Otu12047",NA,NA
"Otu12051",NA,NA
"Otu12054",NA,NA
"Otu12055",NA,NA
"Otu12056",NA,NA
"Otu12057",NA,NA
"Otu12059",NA,NA
"Otu12060",NA,NA
"Otu12061",NA,NA
"Otu12065",NA,NA
"Otu12066",NA,NA
"Otu12070",NA,NA
"Otu12071","Haematomicrobium","sanguinis"
"Otu12075","Parasegetibacter","luojiensis"
"Otu12076",NA,NA
"Otu12078",NA,NA
"Otu12079",NA,NA
"Otu12080",NA,NA
"Otu12081",NA,NA
"Otu12082",NA,NA
"Otu12084",NA,NA
"Otu12085",NA,NA
"Otu12086",NA,NA
"Otu12087",NA,NA
"Otu12088",NA,NA
"Otu12089",NA,NA
"Otu12090",NA,NA
"Otu12091",NA,NA
"Otu12094",NA,NA
"Otu12097",NA,NA
"Otu12099",NA,NA
"Otu12100",NA,NA
"Otu12104",NA,NA
"Otu12105",NA,NA
"Otu12106",NA,NA
"Otu12107",NA,NA
"Otu12108",NA,NA
"Otu12112",NA,NA
"Otu12116",NA,NA
"Otu12120",NA,NA
"Otu12122",NA,NA
"Otu12126",NA,NA
"Otu12129",NA,NA
"Otu12130",NA,NA
"Otu12131",NA,NA
"Otu12132",NA,NA
"Otu12137",NA,NA
"Otu12138",NA,NA
"Otu12139",NA,NA
"Otu12141",NA,NA
"Otu12143",NA,NA
"Otu12144",NA,NA
"Otu12145",NA,NA
"Otu12148",NA,NA
"Otu12149",NA,NA
"Otu12150",NA,NA
"Otu12153","Reinekea","blandensis"
"Otu12154",NA,NA
"Otu12156",NA,NA
"Otu12160",NA,NA
"Otu12161",NA,NA
"Otu12162",NA,NA
"Otu12165",NA,NA
"Otu12167",NA,NA
"Otu12169",NA,NA
"Otu12171",NA,NA
"Otu12173",NA,NA
"Otu12174",NA,NA
"Otu12175",NA,NA
"Otu12176",NA,NA
"Otu12177",NA,NA
"Otu12178",NA,NA
"Otu12179",NA,NA
"Otu12180",NA,NA
"Otu12182",NA,NA
"Otu12185",NA,NA
"Otu12188",NA,NA
"Otu12189",NA,NA
"Otu12190",NA,NA
"Otu12192",NA,NA
"Otu12193",NA,NA
"Otu12194",NA,NA
"Otu12195","Arcobacter","pacificus"
"Otu12198",NA,NA
"Otu12199",NA,NA
"Otu12200",NA,NA
"Otu12201",NA,NA
"Otu12202",NA,NA
"Otu12203",NA,NA
"Otu12204",NA,NA
"Otu12205",NA,NA
"Otu12206",NA,NA
"Otu12211",NA,NA
"Otu12212",NA,NA
"Otu12214",NA,NA
"Otu12215",NA,NA
"Otu12217",NA,NA
"Otu12221",NA,NA
"Otu12222",NA,NA
"Otu12223",NA,NA
"Otu12224",NA,NA
"Otu12228",NA,NA
"Otu12232",NA,NA
"Otu12233",NA,NA
"Otu12235",NA,NA
"Otu12236",NA,NA
"Otu12238",NA,NA
"Otu12240",NA,NA
"Otu12242",NA,NA
"Otu12243",NA,NA
"Otu12244",NA,NA
"Otu12247",NA,NA
"Otu12248",NA,NA
"Otu12250",NA,NA
"Otu12254",NA,NA
"Otu12258",NA,NA
"Otu12260",NA,NA
"Otu12264",NA,NA
"Otu12268",NA,NA
"Otu12269","Soehngenia","saccharolytica"
"Otu12271",NA,NA
"Otu12272",NA,NA
"Otu12274",NA,NA
"Otu12276","Sediminibacterium","goheungense"
"Otu12277",NA,NA
"Otu12278",NA,NA
"Otu12279",NA,NA
"Otu12281",NA,NA
"Otu12292",NA,NA
"Otu12297",NA,NA
"Otu12298",NA,NA
"Otu12299",NA,NA
"Otu12300",NA,NA
"Otu12301",NA,NA
"Otu12304",NA,NA
"Otu12306",NA,NA
"Otu12307",NA,NA
"Otu12308",NA,NA
"Otu12309",NA,NA
"Otu12310",NA,NA
"Otu12312",NA,NA
"Otu12313",NA,NA
"Otu12314",NA,NA
"Otu12315",NA,NA
"Otu12317",NA,NA
"Otu12318",NA,NA
"Otu12319",NA,NA
"Otu12320",NA,NA
"Otu12325",NA,NA
"Otu12331",NA,NA
"Otu12333",NA,NA
"Otu12334",NA,NA
"Otu12337",NA,NA
"Otu12338",NA,NA
"Otu12342",NA,NA
"Otu12343",NA,NA
"Otu12344",NA,NA
"Otu12345",NA,NA
"Otu12346",NA,NA
"Otu12348",NA,NA
"Otu12350",NA,NA
"Otu12351",NA,NA
"Otu12352",NA,NA
"Otu12354",NA,NA
"Otu12355",NA,NA
"Otu12357",NA,NA
"Otu12358",NA,NA
"Otu12361",NA,NA
"Otu12362",NA,NA
"Otu12363",NA,NA
"Otu12367",NA,NA
"Otu12369",NA,NA
"Otu12370",NA,NA
"Otu12373",NA,NA
"Otu12375",NA,NA
"Otu12376",NA,NA
"Otu12378",NA,NA
"Otu12381",NA,NA
"Otu12385",NA,NA
"Otu12392",NA,NA
"Otu12399",NA,NA
"Otu12401",NA,NA
"Otu12402",NA,NA
